"Commit";"ChangeType";"ChangedEntity";"EntityType";"InsideRefactoring";"rootEntity"
"3c18e4c52d549b200f5fec65e41d9c7323632b8c";"INCREASING_ACCESSIBILITY_CHANGE";NA;"MODIFIER";"false";"org.opentripplanner.routing.trippattern.TripTimes.index : int"
"3c18e4c52d549b200f5fec65e41d9c7323632b8c";"INCREASING_ACCESSIBILITY_CHANGE";NA;"MODIFIER";"false";"org.opentripplanner.routing.trippattern.TripTimes.trip : Trip"
"cb3b96af232d72949145e98782ebd9915a77bfee";"STATEMENT_INSERT";NA;"IF_STATEMENT";"false";"org.opentripplanner.routing.edgetype.ArrayTripPattern.addTrip(Trip,List<StopTime>)"
"cb3b96af232d72949145e98782ebd9915a77bfee";"STATEMENT_DELETE";NA;"METHOD_INVOCATION";"false";"org.opentripplanner.routing.edgetype.ArrayTripPattern.addTrip(Trip,List<StopTime>)"
"cb3b96af232d72949145e98782ebd9915a77bfee";"STATEMENT_INSERT";NA;"VARIABLE_DECLARATION_STATEMENT";"true";"org.opentripplanner.routing.edgetype.ArrayTripPattern.tripAcceptable(Trip,boolean,boolean)"
"cb3b96af232d72949145e98782ebd9915a77bfee";"STATEMENT_INSERT";NA;"IF_STATEMENT";"true";"org.opentripplanner.routing.edgetype.ArrayTripPattern.tripAcceptable(Trip,boolean,boolean)"
"cb3b96af232d72949145e98782ebd9915a77bfee";"STATEMENT_INSERT";NA;"ASSIGNMENT";"true";"org.opentripplanner.routing.edgetype.ArrayTripPattern.tripAcceptable(Trip,boolean,boolean)"
"cb3b96af232d72949145e98782ebd9915a77bfee";"STATEMENT_INSERT";NA;"IF_STATEMENT";"true";"org.opentripplanner.routing.edgetype.ArrayTripPattern.tripAcceptable(Trip,boolean,boolean)"
"cb3b96af232d72949145e98782ebd9915a77bfee";"STATEMENT_INSERT";NA;"ASSIGNMENT";"true";"org.opentripplanner.routing.edgetype.ArrayTripPattern.tripAcceptable(Trip,boolean,boolean)"
"cb3b96af232d72949145e98782ebd9915a77bfee";"STATEMENT_DELETE";NA;"VARIABLE_DECLARATION_STATEMENT";"true";"org.opentripplanner.routing.edgetype.ArrayTripPattern.getNextTrip(int,int,RoutingRequest)"
"cb3b96af232d72949145e98782ebd9915a77bfee";"STATEMENT_DELETE";NA;"VARIABLE_DECLARATION_STATEMENT";"true";"org.opentripplanner.routing.edgetype.ArrayTripPattern.getNextTrip(int,int,RoutingRequest)"
"cb3b96af232d72949145e98782ebd9915a77bfee";"STATEMENT_ORDERING_CHANGE";NA;"VARIABLE_DECLARATION_STATEMENT";"true";"org.opentripplanner.routing.edgetype.ArrayTripPattern.getNextTrip(int,int,RoutingRequest)"
"cb3b96af232d72949145e98782ebd9915a77bfee";"STATEMENT_ORDERING_CHANGE";NA;"VARIABLE_DECLARATION_STATEMENT";"true";"org.opentripplanner.routing.edgetype.ArrayTripPattern.getNextTrip(int,int,RoutingRequest)"
"cb3b96af232d72949145e98782ebd9915a77bfee";"COMMENT_MOVE";NA;"LINE_COMMENT";"true";"org.opentripplanner.routing.edgetype.ArrayTripPattern.getNextTrip(int,int,RoutingRequest)"
"cb3b96af232d72949145e98782ebd9915a77bfee";"STATEMENT_UPDATE";NA;"VARIABLE_DECLARATION_STATEMENT";"true";"org.opentripplanner.routing.edgetype.ArrayTripPattern.getNextTrip(int,int,RoutingRequest)"
"cb3b96af232d72949145e98782ebd9915a77bfee";"STATEMENT_UPDATE";NA;"VARIABLE_DECLARATION_STATEMENT";"true";"org.opentripplanner.routing.edgetype.ArrayTripPattern.getNextTrip(int,int,RoutingRequest)"
"cb3b96af232d72949145e98782ebd9915a77bfee";"CONDITION_EXPRESSION_CHANGE";NA;"IF_STATEMENT";"true";"org.opentripplanner.routing.edgetype.ArrayTripPattern.getNextTrip(int,int,RoutingRequest)"
"cb3b96af232d72949145e98782ebd9915a77bfee";"COMMENT_UPDATE";NA;"LINE_COMMENT";"true";"org.opentripplanner.routing.edgetype.ArrayTripPattern.getNextTrip(int,int,RoutingRequest)"
"cb3b96af232d72949145e98782ebd9915a77bfee";"COMMENT_UPDATE";NA;"LINE_COMMENT";"true";"org.opentripplanner.routing.edgetype.ArrayTripPattern.getNextTrip(int,int,RoutingRequest)"
"cb3b96af232d72949145e98782ebd9915a77bfee";"CONDITION_EXPRESSION_CHANGE";NA;"IF_STATEMENT";"true";"org.opentripplanner.routing.edgetype.ArrayTripPattern.getNextTrip(int,int,RoutingRequest)"
"cb3b96af232d72949145e98782ebd9915a77bfee";"REMOVED_OBJECT_STATE";NA;"FIELD";"false";"org.opentripplanner.routing.edgetype.ArrayTripPattern"
"cb3b96af232d72949145e98782ebd9915a77bfee";"STATEMENT_DELETE";NA;"RETURN_STATEMENT";"false";"org.opentripplanner.routing.edgetype.ArrayTripPattern.getBikesAllowed(int)"
"cb3b96af232d72949145e98782ebd9915a77bfee";"COMMENT_INSERT";NA;"LINE_COMMENT";"false";"org.opentripplanner.routing.edgetype.ArrayTripPattern.addTrip(Trip,List<StopTime>)"
"cb3b96af232d72949145e98782ebd9915a77bfee";"REMOVED_OBJECT_STATE";NA;"FIELD";"false";"org.opentripplanner.routing.edgetype.ArrayTripPattern"
"cb3b96af232d72949145e98782ebd9915a77bfee";"REMOVED_FUNCTIONALITY";NA;"METHOD";"false";"org.opentripplanner.routing.edgetype.ArrayTripPattern"
"cb3b96af232d72949145e98782ebd9915a77bfee";"STATEMENT_DELETE";NA;"VARIABLE_DECLARATION_STATEMENT";"true";"org.opentripplanner.routing.edgetype.ArrayTripPattern.getPreviousTrip(int,int,RoutingRequest)"
"cb3b96af232d72949145e98782ebd9915a77bfee";"STATEMENT_DELETE";NA;"VARIABLE_DECLARATION_STATEMENT";"true";"org.opentripplanner.routing.edgetype.ArrayTripPattern.getPreviousTrip(int,int,RoutingRequest)"
"cb3b96af232d72949145e98782ebd9915a77bfee";"STATEMENT_ORDERING_CHANGE";NA;"VARIABLE_DECLARATION_STATEMENT";"true";"org.opentripplanner.routing.edgetype.ArrayTripPattern.getPreviousTrip(int,int,RoutingRequest)"
"cb3b96af232d72949145e98782ebd9915a77bfee";"STATEMENT_ORDERING_CHANGE";NA;"VARIABLE_DECLARATION_STATEMENT";"true";"org.opentripplanner.routing.edgetype.ArrayTripPattern.getPreviousTrip(int,int,RoutingRequest)"
"cb3b96af232d72949145e98782ebd9915a77bfee";"COMMENT_MOVE";NA;"LINE_COMMENT";"true";"org.opentripplanner.routing.edgetype.ArrayTripPattern.getPreviousTrip(int,int,RoutingRequest)"
"cb3b96af232d72949145e98782ebd9915a77bfee";"STATEMENT_UPDATE";NA;"VARIABLE_DECLARATION_STATEMENT";"true";"org.opentripplanner.routing.edgetype.ArrayTripPattern.getPreviousTrip(int,int,RoutingRequest)"
"cb3b96af232d72949145e98782ebd9915a77bfee";"STATEMENT_UPDATE";NA;"VARIABLE_DECLARATION_STATEMENT";"true";"org.opentripplanner.routing.edgetype.ArrayTripPattern.getPreviousTrip(int,int,RoutingRequest)"
"cb3b96af232d72949145e98782ebd9915a77bfee";"CONDITION_EXPRESSION_CHANGE";NA;"IF_STATEMENT";"true";"org.opentripplanner.routing.edgetype.ArrayTripPattern.getPreviousTrip(int,int,RoutingRequest)"
"cb3b96af232d72949145e98782ebd9915a77bfee";"COMMENT_UPDATE";NA;"LINE_COMMENT";"true";"org.opentripplanner.routing.edgetype.ArrayTripPattern.getPreviousTrip(int,int,RoutingRequest)"
"cb3b96af232d72949145e98782ebd9915a77bfee";"COMMENT_UPDATE";NA;"LINE_COMMENT";"true";"org.opentripplanner.routing.edgetype.ArrayTripPattern.getPreviousTrip(int,int,RoutingRequest)"
"cb3b96af232d72949145e98782ebd9915a77bfee";"STATEMENT_UPDATE";NA;"VARIABLE_DECLARATION_STATEMENT";"true";"org.opentripplanner.routing.edgetype.ArrayTripPattern.getPreviousTrip(int,int,RoutingRequest)"
"cb3b96af232d72949145e98782ebd9915a77bfee";"CONDITION_EXPRESSION_CHANGE";NA;"IF_STATEMENT";"true";"org.opentripplanner.routing.edgetype.ArrayTripPattern.getPreviousTrip(int,int,RoutingRequest)"
"cb3b96af232d72949145e98782ebd9915a77bfee";"STATEMENT_DELETE";NA;"RETURN_STATEMENT";"false";"org.opentripplanner.routing.edgetype.ArrayTripPattern.getWheelchairAccessible(int,int)"
"cb3b96af232d72949145e98782ebd9915a77bfee";"COMMENT_INSERT";NA;"LINE_COMMENT";"false";"org.opentripplanner.routing.edgetype.ArrayTripPattern.getBikesAllowed(int)"
"cb3b96af232d72949145e98782ebd9915a77bfee";"STATEMENT_INSERT";NA;"METHOD_INVOCATION";"false";"org.opentripplanner.routing.edgetype.ArrayTripPattern.ArrayTripPattern(Trip,ScheduledStopPattern)"
"cb3b96af232d72949145e98782ebd9915a77bfee";"ADDITIONAL_FUNCTIONALITY";NA;"METHOD";"false";"org.opentripplanner.routing.edgetype.ArrayTripPattern"
"cb3b96af232d72949145e98782ebd9915a77bfee";"STATEMENT_UPDATE";NA;"RETURN_STATEMENT";"false";"org.opentripplanner.routing.edgetype.factory.LocalStopFinder.getStops(TripPattern)"
"cb3b96af232d72949145e98782ebd9915a77bfee";"STATEMENT_DELETE";NA;"METHOD_INVOCATION";"false";"org.opentripplanner.routing.edgetype.factory.GTFSPatternHopFactory.run(Graph)"
"cb3b96af232d72949145e98782ebd9915a77bfee";"ADDITIONAL_FUNCTIONALITY";NA;"METHOD";"false";"org.opentripplanner.routing.edgetype.ArrayTripPattern"
"cb3b96af232d72949145e98782ebd9915a77bfee";"REMOVED_FUNCTIONALITY";NA;"METHOD";"false";"org.opentripplanner.routing.edgetype.ArrayTripPattern"
"cb3b96af232d72949145e98782ebd9915a77bfee";"ADDITIONAL_FUNCTIONALITY";NA;"METHOD";"false";"org.opentripplanner.routing.edgetype.TripTimes"
"cb3b96af232d72949145e98782ebd9915a77bfee";"STATEMENT_DELETE";NA;"IF_STATEMENT";"false";"org.opentripplanner.routing.edgetype.ArrayTripPattern.getWheelchairAccessible(int,int)"
"cb3b96af232d72949145e98782ebd9915a77bfee";"STATEMENT_INSERT";NA;"RETURN_STATEMENT";"false";"org.opentripplanner.routing.edgetype.ArrayTripPattern.getBikesAllowed(int)"
"cb3b96af232d72949145e98782ebd9915a77bfee";"STATEMENT_INSERT";NA;"VARIABLE_DECLARATION_STATEMENT";"false";"org.opentripplanner.routing.edgetype.ArrayTripPattern.addTrip(Trip,List<StopTime>)"
"cb3b96af232d72949145e98782ebd9915a77bfee";"PARAMETER_INSERT";NA;"PARAMETER";"false";"org.opentripplanner.routing.edgetype.ArrayTripPattern.ArrayTripPattern(Trip,ScheduledStopPattern)"
